"commit_id","equipo","modulo","prioridad","lead_time_horas","lineas_cambiadas","num_bugs","deploy_status"
"PR-13769","Delta","Database","Media",35,416,3,"success"
"PR-13770","Alpha","Auth-Service","Crítica",44,650,3,"failed"
"PR-13771","Gamma","Database","Alta",6,84,1,"success"
"PR-13772","Gamma","Billing","Alta",72,956,6,"failed"
"PR-13773","Beta","Frontend-UI","Media",195.28,2231,11,"rolled_back"
"PR-13774","Alpha","Billing","Alta",7,142,0,"success"
"PR-13775","Alpha","Core-API","Baja",6,296,1,"success"
"PR-13776","Beta","Core-API","Alta",41,327,3,"rolled_back"
"PR-13777","Gamma","Billing","Media",61,716,5,"rolled_back"
"PR-13778","Alpha","Core-API","Alta",68,861,4,"failed"
"PR-13779","Alpha","Billing","Media",34.98,310,0,"success"
"PR-13780","Alpha","Database","Baja",11.25,170,0,"success"
"PR-13781","Gamma","Auth-Service","Baja",3.74,65,0,"success"
"PR-13782","Delta","Auth-Service","Baja",2,56,0,"success"
"PR-13783","Alpha","Billing","Baja",3,151,0,"success"
"PR-13784","Gamma","Billing","Baja",4.16,26,0,"success"
"PR-13785","Beta","Core-API","Media",7,135,0,"success"
"PR-13786","Delta","Database","Media",75,1039,5,"rolled_back"
"PR-13787","Alpha","Frontend-UI","Alta",36,475,2,"success"
"PR-13788","Delta","Billing","Media",65,526,1,"success"
"PR-13789","Gamma","Database","Baja",73.41,1057,5,"failed"
"PR-13790","Alpha","Auth-Service","Media",4,64,0,"success"
"PR-13791","Delta","Database","Media",30.29,465,3,"failed"
"PR-13792","Gamma","Billing","Baja",4,68,0,"success"
"PR-13793","Beta","Billing","Baja",1,10,0,"success"
"PR-13794","Delta","Core-API","Media",33.21,416,2,"success"
"PR-13795","Beta","Database","Media",5,10,0,"success"
"PR-13796","Alpha","Auth-Service","Crítica",80.66,1235,5,"success"
"PR-13797","Beta","Database","Media",4.73,10,0,"success"
"PR-13798","Alpha","Database","Media",4,10,0,"success"
"PR-13799","Alpha","Frontend-UI","Media",9,79,0,"success"
"PR-13800","Beta","Auth-Service","Media",44.25,539,0,"success"
"PR-13801","Alpha","Core-API","Baja",3.26,132,0,"success"
"PR-13802","Delta","Auth-Service","Alta",6,10,1,"success"
"PR-13803","Alpha","Billing","Media",243,3006,8,"failed"
"PR-13804","Delta","Core-API","Media",214,2884,4,"success"
"PR-13805","Beta","Database","Media",1.38,113,0,"success"
"PR-13806","Alpha","Billing","Crítica",72,784,4,"success"
"PR-13807","Delta","Billing","Alta",69,1037,4,"success"
"PR-13808","Delta","Frontend-UI","Media",2,81,1,"success"
"PR-13809","Delta","Core-API","Crítica",55,1103,6,"success"
"PR-13810","Gamma","Auth-Service","Crítica",48.31,836,5,"success"
"PR-13811","Delta","Billing","Alta",54.86,773,3,"rolled_back"
"PR-13812","Gamma","Database","Baja",219.37,2742,9,"failed"
"PR-13813","Alpha","Billing","Media",3.04,211,0,"success"
"PR-13814","Alpha","Core-API","Media",3.35,144,1,"failed"
"PR-13815","Gamma","Core-API","Media",62.75,838,5,"failed"
"PR-13816","Gamma","Frontend-UI","Crítica",3.67,10,1,"success"
"PR-13817","Gamma","Core-API","Alta",1,199,0,"success"
"PR-13818","Beta","Database","Media",75,1040,6,"rolled_back"
"PR-13819","Alpha","Core-API","Alta",5,243,0,"failed"
"PR-13820","Alpha","Billing","Baja",35,529,3,"success"
"PR-13821","Beta","Database","Media",3,185,2,"success"
"PR-13822","Beta","Frontend-UI","Media",1,10,0,"success"
"PR-13823","Alpha","Frontend-UI","Alta",85.85,1077,5,"failed"
"PR-13824","Beta","Database","Alta",3.57,228,0,"success"
"PR-13825","Beta","Billing","Media",61,648,2,"failed"
"PR-13826","Alpha","Frontend-UI","Media",5,148,1,"success"
"PR-13827","Alpha","Auth-Service","Baja",2.21,59,0,"success"
"PR-13828","Delta","Auth-Service","Baja",2.98,110,0,"success"
"PR-13829","Alpha","Frontend-UI","Media",17.99,366,2,"success"
"PR-13830","Beta","Billing","Media",50,767,4,"rolled_back"
"PR-13831","Beta","Auth-Service","Alta",2.65,10,0,"success"
"PR-13832","Beta","Auth-Service","Media",1.55,129,0,"success"
"PR-13833","Gamma","Frontend-UI","Media",2.2,147,0,"success"
"PR-13834","Delta","Core-API","Alta",24,508,2,"success"
"PR-13835","Beta","Core-API","Baja",2.13,11,1,"success"
"PR-13836","Alpha","Auth-Service","Baja",4,117,0,"success"
"PR-13837","Beta","Auth-Service","Media",57.99,737,1,"success"
"PR-13838","Alpha","Auth-Service","Baja",59,811,1,"success"
"PR-13839","Delta","Billing","Alta",1,233,2,"success"
"PR-13840","Gamma","Frontend-UI","Media",2.92,235,0,"success"
"PR-13841","Delta","Core-API","Media",1.6,10,0,"success"
"PR-13842","Gamma","Database","Baja",167.63,2253,6,"failed"
"PR-13843","Delta","Database","Media",3,133,1,"success"
"PR-13844","Gamma","Database","Media",2.16,168,0,"rolled_back"
"PR-13845","Beta","Database","Alta",37.57,499,3,"failed"
"PR-13846","Alpha","Frontend-UI","Baja",39.86,539,1,"failed"
"PR-13847","Alpha","Core-API","Media",6.89,238,1,"success"
"PR-13848","Alpha","Database","Media",79.35,843,1,"success"
"PR-13849","Gamma","Core-API","Media",49.45,535,4,"rolled_back"
"PR-13850","Gamma","Frontend-UI","Media",62.01,993,7,"failed"
"PR-13851","Alpha","Frontend-UI","Media",66.9,725,4,"success"
"PR-13852","Alpha","Auth-Service","Media",5.82,226,0,"success"
"PR-13853","Delta","Auth-Service","Baja",2.2,10,1,"success"
"PR-13854","Alpha","Database","Media",57,766,1,"success"
"PR-13855","Delta","Billing","Media",10,201,0,"success"
"PR-13856","Alpha","Auth-Service","Alta",0,10,1,"success"
"PR-13857","Gamma","Database","Crítica",2.73,330,2,"success"
"PR-13858","Gamma","Billing","Alta",2,10,0,"success"
"PR-13859","Alpha","Core-API","Media",65,1018,3,"success"
"PR-13860","Alpha","Frontend-UI","Media",16,154,0,"success"
"PR-13861","Gamma","Billing","Media",6,271,1,"success"
"PR-13862","Delta","Core-API","Media",2.51,41,0,"success"
"PR-13863","Alpha","Database","Media",18,424,2,"rolled_back"
"PR-13864","Beta","Frontend-UI","Media",75,1155,6,"rolled_back"
"PR-13865","Delta","Core-API","Media",1.73,10,0,"success"
"PR-13866","Alpha","Frontend-UI","Media",6.22,11,1,"success"
"PR-13867","Beta","Auth-Service","Media",67.86,1022,4,"failed"
"PR-13868","Gamma","Database","Baja",2,167,0,"success"
"PR-13869","Alpha","Database","Alta",3,120,1,"failed"
"PR-13870","Beta","Auth-Service","Alta",33.81,405,1,"rolled_back"
"PR-13871","Alpha","Database","Alta",3.88,10,0,"success"
"PR-13872","Gamma","Auth-Service","Media",45,484,2,"rolled_back"
"PR-13873","Beta","Auth-Service","Media",3.77,132,2,"rolled_back"
"PR-13874","Gamma","Billing","Baja",5.85,10,0,"success"
"PR-13875","Gamma","Database","Crítica",1,16,0,"success"
"PR-13876","Alpha","Core-API","Media",82.59,1031,3,"rolled_back"
"PR-13877","Alpha","Billing","Media",4,152,0,"success"
"PR-13878","Beta","Frontend-UI","Crítica",5.51,244,2,"rolled_back"
"PR-13879","Gamma","Core-API","Media",23.42,331,5,"rolled_back"
"PR-13880","Delta","Core-API","Crítica",1.41,10,0,"success"
"PR-13881","Gamma","Auth-Service","Media",2.27,10,0,"success"
"PR-13882","Gamma","Auth-Service","Alta",73,1202,8,"failed"
"PR-13883","Beta","Database","Media",289,3465,20,"success"
"PR-13884","Gamma","Database","Alta",5,10,0,"success"
"PR-13885","Alpha","Billing","Media",266.39,3325,18,"failed"
"PR-13886","Alpha","Billing","Baja",34,336,1,"success"
"PR-13887","Alpha","Auth-Service","Alta",44.17,827,4,"success"
"PR-13888","Delta","Billing","Alta",46.95,565,1,"failed"
"PR-13889","Beta","Billing","Baja",3,10,1,"success"
"PR-13890","Alpha","Billing","Alta",21.79,233,1,"success"
"PR-13891","Beta","Database","Baja",2,10,0,"success"
"PR-13892","Beta","Auth-Service","Crítica",2.19,10,0,"success"
"PR-13893","Beta","Frontend-UI","Media",3.79,18,0,"success"
"PR-13894","Delta","Core-API","Media",47,630,2,"failed"
"PR-13895","Gamma","Frontend-UI","Baja",6,78,0,"success"
"PR-13896","Gamma","Core-API","Media",1.35,10,0,"success"
"PR-13897","Delta","Frontend-UI","Media",50.88,572,2,"success"
"PR-13898","Alpha","Auth-Service","Media",6,374,1,"success"
"PR-13899","Delta","Frontend-UI","Crítica",6,53,0,"success"
"PR-13900","Beta","Frontend-UI","Baja",42,739,1,"success"
"PR-13901","Delta","Billing","Baja",63,552,4,"success"
"PR-13902","Alpha","Frontend-UI","Crítica",37.72,369,3,"failed"
"PR-13903","Delta","Database","Media",32.46,351,1,"success"
"PR-13904","Beta","Database","Crítica",46.49,394,0,"success"
"PR-13905","Alpha","Billing","Media",45.3,600,4,"success"
"PR-13906","Alpha","Billing","Baja",0,129,0,"success"
"PR-13907","Alpha","Database","Alta",62,822,3,"success"
"PR-13908","Gamma","Database","Baja",42,616,3,"success"
"PR-13909","Beta","Database","Media",2,21,1,"success"
"PR-13910","Delta","Database","Alta",48,752,3,"failed"
"PR-13911","Delta","Auth-Service","Media",4,10,1,"success"
"PR-13912","Delta","Database","Media",4.13,10,0,"success"
"PR-13913","Beta","Core-API","Alta",275.02,3259,9,"failed"
"PR-13914","Alpha","Core-API","Alta",4.63,44,0,"success"
"PR-13915","Gamma","Core-API","Media",62,577,1,"success"
"PR-13916","Beta","Database","Media",10.06,389,0,"success"
"PR-13917","Gamma","Core-API","Media",44.56,516,5,"failed"
"PR-13918","Delta","Core-API","Alta",3,89,0,"success"
"PR-13919","Gamma","Billing","Media",5,296,0,"success"
"PR-13920","Beta","Core-API","Media",6.32,97,1,"success"
"PR-13921","Beta","Database","Media",51.4,617,3,"success"
"PR-13922","Alpha","Database","Alta",3,10,0,"success"
"PR-13923","Gamma","Auth-Service","Alta",3,127,1,"success"
"PR-13924","Beta","Database","Baja",65.55,850,1,"success"
"PR-13925","Alpha","Frontend-UI","Media",1.5,154,1,"success"
"PR-13926","Beta","Database","Media",8.99,330,1,"success"
"PR-13927","Beta","Core-API","Media",112,1407,3,"failed"
"PR-13928","Beta","Billing","Media",3.51,10,0,"success"
"PR-13929","Delta","Auth-Service","Alta",50.25,737,5,"success"
"PR-13930","Alpha","Billing","Media",4,10,1,"success"
"PR-13931","Gamma","Billing","Media",4.06,10,1,"success"
"PR-13932","Gamma","Frontend-UI","Alta",2.54,164,0,"success"
"PR-13933","Alpha","Database","Media",2.77,326,0,"success"
"PR-13934","Beta","Core-API","Alta",11,67,0,"success"
"PR-13935","Alpha","Billing","Crítica",1.14,80,0,"success"
"PR-13936","Gamma","Database","Crítica",8.85,24,0,"success"
"PR-13937","Beta","Database","Crítica",2.71,50,0,"success"
"PR-13938","Beta","Billing","Media",173.42,2224,10,"success"
"PR-13939","Alpha","Auth-Service","Alta",6.46,149,1,"success"
"PR-13940","Delta","Database","Baja",31.61,373,2,"success"
"PR-13941","Delta","Core-API","Crítica",2,106,0,"success"
"PR-13942","Beta","Frontend-UI","Crítica",72,853,2,"failed"
"PR-13943","Alpha","Billing","Baja",5.69,46,0,"success"
"PR-13944","Beta","Auth-Service","Crítica",1.26,10,0,"success"
"PR-13945","Alpha","Core-API","Media",1,10,0,"success"
"PR-13946","Gamma","Billing","Baja",62,763,1,"success"
"PR-13947","Beta","Database","Alta",68.58,834,0,"success"
"PR-13948","Delta","Auth-Service","Media",46.66,520,2,"success"
"PR-13949","Delta","Core-API","Media",49,700,3,"success"
"PR-13950","Gamma","Core-API","Media",9,153,0,"success"
"PR-13951","Beta","Core-API","Media",121,1613,5,"failed"
"PR-13952","Beta","Database","Alta",42,715,1,"success"
"PR-13953","Alpha","Database","Media",76,1090,4,"success"
"PR-13954","Beta","Billing","Crítica",1,10,0,"success"
"PR-13955","Gamma","Billing","Crítica",28.47,313,1,"success"
"PR-13956","Alpha","Frontend-UI","Media",43,813,1,"success"
"PR-13957","Delta","Frontend-UI","Media",83,961,3,"failed"
"PR-13958","Beta","Billing","Media",4,107,0,"success"
"PR-13959","Beta","Database","Media",92,985,1,"failed"
"PR-13960","Alpha","Database","Baja",207.27,2551,7,"failed"
"PR-13961","Alpha","Core-API","Baja",3.4,321,4,"success"
"PR-13962","Gamma","Database","Alta",6,82,0,"success"
"PR-13963","Delta","Database","Baja",74,994,1,"success"
"PR-13964","Beta","Frontend-UI","Alta",59.2,758,3,"success"
"PR-13965","Beta","Database","Media",54.78,539,3,"success"
"PR-13966","Gamma","Database","Alta",6,213,1,"failed"
"PR-13967","Beta","Auth-Service","Crítica",4,157,0,"success"
"PR-13968","Beta","Auth-Service","Alta",3,270,1,"success"
"PR-13969","Gamma","Core-API","Media",5,10,0,"success"
"PR-13970","Gamma","Auth-Service","Baja",41,628,2,"success"
"PR-13971","Alpha","Frontend-UI","Media",43.83,568,2,"success"
"PR-13972","Gamma","Billing","Crítica",274.4,3199,15,"success"
"PR-13973","Gamma","Database","Alta",5.08,202,1,"success"
"PR-13974","Delta","Billing","Crítica",3.27,10,1,"success"
"PR-13975","Alpha","Core-API","Alta",71,821,4,"success"
"PR-13976","Beta","Auth-Service","Media",6.63,10,0,"success"
"PR-13977","Alpha","Core-API","Media",65.88,659,3,"success"
"PR-13978","Beta","Frontend-UI","Media",2,199,0,"success"
"PR-13979","Delta","Billing","Media",45.42,683,3,"success"
"PR-13980","Gamma","Database","Crítica",21,279,1,"success"
"PR-13981","Gamma","Frontend-UI","Crítica",40.81,486,4,"rolled_back"
"PR-13982","Beta","Database","Baja",58,704,1,"success"
"PR-13983","Delta","Core-API","Media",52.29,774,7,"rolled_back"
"PR-13984","Alpha","Core-API","Baja",11,75,2,"success"
"PR-13985","Alpha","Billing","Crítica",70,856,3,"failed"
"PR-13986","Beta","Database","Alta",5.05,227,3,"rolled_back"
"PR-13987","Alpha","Auth-Service","Media",90,1162,9,"success"
"PR-13988","Beta","Database","Media",6,268,1,"success"
"PR-13989","Delta","Billing","Media",4.7,10,0,"success"
"PR-13990","Gamma","Frontend-UI","Alta",2,218,1,"success"
"PR-13991","Beta","Database","Alta",74.76,599,2,"success"
"PR-13992","Gamma","Core-API","Media",35,357,1,"success"
"PR-13993","Delta","Database","Baja",72,680,3,"failed"
"PR-13994","Alpha","Frontend-UI","Media",1,10,0,"success"
"PR-13995","Alpha","Billing","Media",3.83,112,0,"success"
"PR-13996","Alpha","Frontend-UI","Media",34,621,3,"success"
"PR-13997","Alpha","Billing","Media",7.52,10,0,"success"
"PR-13998","Alpha","Auth-Service","Alta",41.96,580,4,"rolled_back"
"PR-13999","Alpha","Database","Baja",1,75,0,"success"
"PR-14000","Alpha","Auth-Service","Alta",50,557,2,"success"
"PR-14001","Alpha","Frontend-UI","Media",4,109,1,"success"
"PR-14002","Beta","Core-API","Media",177,2376,11,"failed"
"PR-14003","Gamma","Core-API","Media",7,131,1,"success"
"PR-14004","Alpha","Core-API","Alta",2,138,1,"success"
"PR-14005","Beta","Auth-Service","Alta",5,10,2,"success"
"PR-14006","Beta","Frontend-UI","Media",38.69,688,2,"rolled_back"
"PR-14007","Delta","Auth-Service","Crítica",4.64,200,0,"success"
"PR-14008","Gamma","Frontend-UI","Media",2.73,71,0,"success"
"PR-14009","Alpha","Frontend-UI","Alta",59.18,686,4,"success"
"PR-14010","Gamma","Auth-Service","Media",1.6,158,1,"success"
"PR-14011","Beta","Database","Baja",2.81,37,0,"success"
"PR-14012","Beta","Database","Media",44.86,592,1,"success"
"PR-14013","Beta","Frontend-UI","Media",6,179,1,"success"
"PR-14014","Delta","Billing","Alta",3.65,10,0,"success"
"PR-14015","Beta","Core-API","Crítica",3.14,165,0,"success"
"PR-14016","Beta","Database","Media",291.97,3616,21,"failed"
"PR-14017","Delta","Database","Media",57,599,4,"failed"
"PR-14018","Beta","Frontend-UI","Alta",8,117,0,"success"
"PR-14019","Gamma","Core-API","Media",67.71,1032,8,"failed"
"PR-14020","Gamma","Core-API","Media",1,186,1,"success"
"PR-14021","Beta","Core-API","Media",3,150,1,"success"
"PR-14022","Delta","Core-API","Media",3.39,99,0,"success"
"PR-14023","Beta","Frontend-UI","Crítica",1,10,0,"success"
"PR-14024","Delta","Auth-Service","Crítica",42.82,758,3,"success"
"PR-14025","Delta","Billing","Media",48,725,4,"failed"
"PR-14026","Gamma","Frontend-UI","Media",54.38,1129,3,"failed"
"PR-14027","Beta","Auth-Service","Alta",3,181,3,"failed"
"PR-14028","Alpha","Database","Media",1,10,0,"success"
"PR-14029","Beta","Database","Media",55.59,929,9,"success"
"PR-14030","Alpha","Auth-Service","Media",2.23,171,0,"success"
"PR-14031","Beta","Auth-Service","Alta",5,202,0,"success"
"PR-14032","Beta","Core-API","Media",57.19,788,2,"success"
"PR-14033","Delta","Billing","Crítica",3,10,2,"failed"
"PR-14034","Beta","Billing","Alta",34.05,219,1,"success"
"PR-14035","Alpha","Core-API","Alta",4.19,155,1,"rolled_back"
"PR-14036","Gamma","Auth-Service","Baja",49,805,3,"failed"
"PR-14037","Alpha","Frontend-UI","Alta",3.5,205,1,"success"
"PR-14038","Beta","Auth-Service","Baja",61.92,813,1,"success"
"PR-14039","Delta","Frontend-UI","Alta",2,20,0,"success"
"PR-14040","Beta","Billing","Crítica",1,10,1,"success"
"PR-14041","Gamma","Auth-Service","Crítica",3,10,0,"success"
"PR-14042","Alpha","Frontend-UI","Alta",6.59,262,0,"success"
"PR-14043","Alpha","Core-API","Baja",10.09,230,2,"failed"
"PR-14044","Alpha","Database","Media",52.95,651,3,"failed"
"PR-14045","Delta","Database","Alta",4,59,0,"success"
"PR-14046","Gamma","Auth-Service","Alta",26,276,5,"success"
"PR-14047","Beta","Database","Media",3.73,182,1,"success"
"PR-14048","Alpha","Frontend-UI","Media",57.76,646,1,"success"
"PR-14049","Beta","Billing","Alta",34.04,570,1,"failed"
"PR-14050","Alpha","Database","Alta",6.39,38,0,"success"
"PR-14051","Alpha","Billing","Alta",1,191,1,"success"
"PR-14052","Alpha","Frontend-UI","Alta",47.69,643,5,"success"
"PR-14053","Alpha","Auth-Service","Media",1.81,180,3,"rolled_back"
"PR-14054","Alpha","Auth-Service","Media",29,388,1,"success"
"PR-14055","Gamma","Database","Media",35.64,333,3,"failed"
"PR-14056","Delta","Core-API","Alta",6.29,247,0,"success"
"PR-14057","Alpha","Database","Crítica",4.4,96,0,"success"
"PR-14058","Alpha","Database","Media",2.23,10,0,"success"
"PR-14059","Alpha","Auth-Service","Media",37.73,285,3,"success"
"PR-14060","Beta","Billing","Media",7,119,0,"success"
"PR-14061","Alpha","Core-API","Media",58.64,951,7,"success"
"PR-14062","Gamma","Database","Alta",6.47,102,0,"success"
"PR-14063","Delta","Frontend-UI","Baja",31.95,568,3,"success"
"PR-14064","Beta","Core-API","Media",5.52,146,0,"success"
"PR-14065","Beta","Core-API","Media",29,499,1,"success"
"PR-14066","Gamma","Frontend-UI","Baja",3.85,35,0,"success"
"PR-14067","Delta","Billing","Baja",74,814,2,"success"
"PR-14068","Alpha","Auth-Service","Baja",304.57,3550,17,"failed"
"PR-14069","Delta","Billing","Media",53,935,3,"rolled_back"
"PR-14070","Delta","Billing","Media",6,10,0,"success"
"PR-14071","Delta","Billing","Media",23,492,9,"success"
"PR-14072","Gamma","Core-API","Media",2.47,101,1,"failed"
"PR-14073","Beta","Auth-Service","Alta",38.71,545,0,"success"
"PR-14074","Beta","Core-API","Media",64,609,3,"rolled_back"
"PR-14075","Beta","Auth-Service","Alta",1.69,87,1,"success"
"PR-14076","Delta","Billing","Media",3,314,2,"success"
"PR-14077","Beta","Core-API","Media",6,10,0,"success"
"PR-14078","Delta","Auth-Service","Crítica",45.05,497,4,"success"
"PR-14079","Beta","Billing","Media",60,1004,4,"rolled_back"
"PR-14080","Delta","Frontend-UI","Media",6.48,10,1,"success"
"PR-14081","Beta","Auth-Service","Alta",3,115,1,"success"
"PR-14082","Alpha","Billing","Media",1.18,10,0,"success"
"PR-14083","Alpha","Database","Media",0,10,0,"success"
"PR-14084","Gamma","Billing","Alta",2,108,1,"success"
"PR-14085","Gamma","Core-API","Media",11.22,176,1,"success"
"PR-14086","Delta","Billing","Baja",5,74,0,"success"
"PR-14087","Alpha","Auth-Service","Media",192.97,2412,12,"success"
"PR-14088","Beta","Database","Alta",73,862,2,"success"
"PR-14089","Alpha","Billing","Alta",29.9,377,2,"success"
"PR-14090","Beta","Auth-Service","Baja",28.36,296,1,"success"
"PR-14091","Beta","Billing","Media",63,795,0,"failed"
"PR-14092","Gamma","Billing","Media",51.67,637,2,"rolled_back"
"PR-14093","Beta","Database","Alta",55.76,784,8,"success"
"PR-14094","Delta","Auth-Service","Media",4,224,0,"success"
"PR-14095","Gamma","Auth-Service","Baja",99.37,1509,4,"failed"
"PR-14096","Alpha","Auth-Service","Crítica",4,107,1,"success"
"PR-14097","Alpha","Core-API","Media",1.53,10,0,"success"
"PR-14098","Beta","Billing","Media",24,436,2,"failed"
"PR-14099","Beta","Frontend-UI","Media",1,70,0,"success"
"PR-14100","Beta","Frontend-UI","Crítica",50,551,0,"success"
"PR-14101","Beta","Auth-Service","Media",72,983,8,"rolled_back"
"PR-14102","Alpha","Billing","Crítica",82,945,1,"success"
"PR-14103","Beta","Database","Media",4.95,200,2,"success"
"PR-14104","Beta","Core-API","Alta",44.19,505,2,"success"
"PR-14105","Delta","Frontend-UI","Media",2.03,10,0,"success"
"PR-14106","Alpha","Billing","Baja",3.89,190,1,"success"
"PR-14107","Alpha","Billing","Media",1,202,2,"success"
"PR-14108","Alpha","Billing","Alta",71,1072,3,"failed"
"PR-14109","Delta","Core-API","Baja",4,161,1,"success"
"PR-14110","Delta","Auth-Service","Media",4.85,49,0,"success"
"PR-14111","Gamma","Database","Alta",1.9,10,0,"success"
"PR-14112","Beta","Database","Alta",93,1357,8,"failed"
"PR-14113","Beta","Core-API","Alta",37,486,3,"success"
"PR-14114","Gamma","Frontend-UI","Alta",5,10,1,"failed"
"PR-14115","Alpha","Billing","Media",2,10,0,"success"
"PR-14116","Gamma","Auth-Service","Media",213.05,2562,7,"failed"
"PR-14117","Gamma","Core-API","Media",8.91,343,2,"failed"
"PR-14118","Beta","Billing","Media",76,965,4,"success"
"PR-14119","Alpha","Billing","Media",24,474,3,"success"
"PR-14120","Alpha","Database","Crítica",2.44,10,0,"success"
"PR-14121","Delta","Frontend-UI","Crítica",2,170,3,"success"
"PR-14122","Alpha","Frontend-UI","Crítica",13.03,202,0,"success"
"PR-14123","Delta","Frontend-UI","Media",5,120,0,"success"
"PR-14124","Delta","Auth-Service","Alta",31.47,400,1,"success"
"PR-14125","Alpha","Frontend-UI","Media",41.44,537,2,"failed"
"PR-14126","Gamma","Core-API","Alta",5,79,0,"rolled_back"
"PR-14127","Beta","Auth-Service","Baja",72,849,4,"failed"
"PR-14128","Delta","Database","Alta",2.76,10,0,"success"
"PR-14129","Gamma","Auth-Service","Media",83.6,1086,6,"success"
"PR-14130","Alpha","Database","Media",31.15,329,1,"success"
"PR-14131","Delta","Database","Crítica",3,268,2,"success"
"PR-14132","Alpha","Frontend-UI","Media",3.4,173,1,"success"
"PR-14133","Delta","Frontend-UI","Media",72,860,1,"success"
"PR-14134","Gamma","Billing","Baja",7.32,234,1,"success"
"PR-14135","Delta","Auth-Service","Alta",65,830,2,"rolled_back"
"PR-14136","Gamma","Core-API","Alta",72.74,872,2,"success"
"PR-14137","Alpha","Database","Media",4.59,513,5,"success"
"PR-14138","Alpha","Auth-Service","Media",1.08,10,1,"failed"
"PR-14139","Delta","Billing","Crítica",5,321,0,"success"
"PR-14140","Beta","Core-API","Media",56,709,1,"success"
"PR-14141","Beta","Database","Alta",51.4,623,4,"success"
"PR-14142","Delta","Auth-Service","Media",3,86,2,"success"
"PR-14143","Delta","Database","Baja",3.21,10,0,"success"
"PR-14144","Alpha","Auth-Service","Media",12,425,1,"rolled_back"
"PR-14145","Gamma","Frontend-UI","Baja",7.34,75,0,"success"
"PR-14146","Alpha","Frontend-UI","Media",32,503,2,"failed"
"PR-14147","Beta","Core-API","Media",3,10,0,"success"
"PR-14148","Beta","Core-API","Baja",6.74,56,0,"success"
"PR-14149","Beta","Frontend-UI","Media",0,198,1,"success"
"PR-14150","Gamma","Billing","Baja",4,10,0,"success"
"PR-14151","Gamma","Billing","Alta",40.88,380,1,"success"
"PR-14152","Delta","Database","Crítica",7.34,135,0,"rolled_back"
"PR-14153","Beta","Database","Crítica",1,10,0,"success"
"PR-14154","Alpha","Billing","Crítica",3.21,176,1,"success"
"PR-14155","Alpha","Frontend-UI","Baja",1.68,169,0,"success"
"PR-14156","Alpha","Auth-Service","Crítica",3,50,0,"success"
"PR-14157","Alpha","Frontend-UI","Media",56.35,703,4,"rolled_back"
"PR-14158","Gamma","Auth-Service","Baja",45.48,727,3,"failed"
"PR-14159","Delta","Core-API","Alta",27.03,231,0,"success"
"PR-14160","Delta","Database","Media",5.52,113,0,"success"
"PR-14161","Alpha","Billing","Alta",2,346,2,"success"
"PR-14162","Gamma","Database","Crítica",44,505,1,"failed"
"PR-14163","Gamma","Auth-Service","Alta",7.72,324,1,"success"
"PR-14164","Delta","Core-API","Media",0.65,10,0,"success"
"PR-14165","Alpha","Database","Baja",55,705,4,"success"
"PR-14166","Beta","Database","Crítica",42.2,430,0,"success"
"PR-14167","Gamma","Database","Baja",34.05,445,6,"rolled_back"
"PR-14168","Gamma","Billing","Crítica",61.15,774,3,"failed"
"PR-14169","Alpha","Auth-Service","Crítica",2,10,0,"success"
"PR-14170","Delta","Auth-Service","Media",97.42,1015,8,"failed"
"PR-14171","Gamma","Billing","Media",51,618,0,"success"
"PR-14172","Alpha","Billing","Alta",2,304,1,"success"
"PR-14173","Alpha","Core-API","Baja",44.27,449,0,"success"
"PR-14174","Beta","Database","Media",2.33,10,0,"success"
"PR-14175","Beta","Auth-Service","Baja",6,10,0,"success"
"PR-14176","Gamma","Frontend-UI","Alta",1.04,10,0,"success"
"PR-14177","Delta","Auth-Service","Crítica",12.65,281,0,"success"
"PR-14178","Gamma","Database","Crítica",2.84,106,1,"success"
"PR-14179","Gamma","Database","Alta",4,172,2,"success"
"PR-14180","Delta","Frontend-UI","Media",4.17,10,0,"success"
"PR-14181","Delta","Database","Media",72,1054,2,"failed"
"PR-14182","Alpha","Billing","Crítica",0.93,44,0,"success"
"PR-14183","Gamma","Frontend-UI","Alta",2.57,10,1,"success"
"PR-14184","Gamma","Core-API","Media",10,47,0,"success"
"PR-14185","Beta","Auth-Service","Alta",60,657,2,"failed"
"PR-14186","Delta","Billing","Alta",0.71,327,2,"success"
"PR-14187","Beta","Auth-Service","Crítica",69.29,1053,4,"failed"
"PR-14188","Delta","Database","Baja",2,50,0,"success"
"PR-14189","Delta","Billing","Media",6,185,1,"failed"
"PR-14190","Gamma","Auth-Service","Media",3.19,10,0,"success"
"PR-14191","Alpha","Frontend-UI","Media",13.98,181,0,"success"
"PR-14192","Gamma","Auth-Service","Media",2.12,10,0,"success"
"PR-14193","Beta","Billing","Media",2.48,20,0,"success"
"PR-14194","Delta","Auth-Service","Media",7,129,1,"success"
"PR-14195","Delta","Frontend-UI","Baja",46.55,605,3,"success"
"PR-14196","Alpha","Database","Media",9.91,195,0,"success"
"PR-14197","Beta","Auth-Service","Media",5.45,94,1,"success"
"PR-14198","Alpha","Auth-Service","Alta",52,531,2,"success"
"PR-14199","Beta","Database","Crítica",3.43,10,0,"success"
"PR-14200","Delta","Frontend-UI","Baja",68.64,731,2,"success"
"PR-14201","Beta","Auth-Service","Media",2.78,10,0,"success"
"PR-14202","Gamma","Auth-Service","Media",56,764,7,"failed"
"PR-14203","Delta","Database","Media",5,426,0,"success"
